"","subjNum","rxnTime","responses","timedOut","noMemory","Scene.File","Category","CatNum","ImNum","Face.File","Condition","Version","Subject.Repetition"
"588","090",76910.9000000022,"four to five people skating in a minimally decorated ice rink, with several children and one or two adults",0,"false","fMRI Images/indoor_9_7.jpg","Ice Skating",9,7,"Face Stimuli/face_5.jpg","Competitive",3,8
"488","090",58614.6999999993,"an ice rink with bright orange chairs in the bleachers.  It's taken from the bleachers looking from one corner of the rink to the other.  There are several people skating on the rink, and a giant score board on the back wall that's lit up",0,"false","fMRI Images/indoor_9_11.jpg","Ice Skating",9,11,"Face Stimuli/face_6.jpg","Competitive",3,8
"288","090",67303.0999999978,"an out door ice rink, located in a tent.  The people are skating with neon blue and red skates.  There are stringed lights across that top and a tree decorated with lights in the background, out side the tent",0,"false","fMRI Images/indoor_9_15.jpg","Ice Skating",9,15,"Face Stimuli/face_8.jpg","Competitive",3,8
"688","090",93398.3999999985,"an olympic skating rink.  It has the olympics symbol in the background on a bright blue wall, and several flags hanging from the ceiling.  There is a group of people skating in the left foreground of the image",0,"false","fMRI Images/indoor_9_5.jpg","Ice Skating",9,5,"Face Stimuli/face_9.jpg","Competitive",3,8
"388","090",61943.0999999978,"an ice rink with high slanted ceilings.  It's looking from one end of the rink to the other, and there is a score board on the far wall, with bleachers to the left that aren't very well lit",0,"false","fMRI Images/indoor_9_14.jpg","Ice Skating",9,14,"Face Stimuli/face_13.jpg","Competitive",3,8
"289","091",119349.600000001,"a green grass hill with a few green trees in the background and a pond in the middle filled with water and green lillypands",0,"false","fMRI Images/outdoor_14_22.jpg","Pond",14,22,"Face Stimuli/face_3.jpg","Baseline",4,8
"689","091",115902.600000001,"a library filled with books, wooden chairs and desks with a clock in the background on the wall and fans and lamps on the dest with green lamp shades.",0,"false","fMRI Images/indoor_3_16.jpg","Library",3,16,"Face Stimuli/face_5.jpg","Baseline",4,8
"489","091",46638.8000000007,"a empty street with one person on the right side of the road on the side walk and two cars.",0,"false","fMRI Images/outdoor_8_26.jpg","Downtown Street",8,26,"Face Stimuli/face_6.jpg","Baseline",4,8
"389","091",64230.6999999993,"a ice rink filled with families and children ice skating ",0,"false","fMRI Images/indoor_9_11.jpg","Ice Skating",9,11,"Face Stimuli/face_8.jpg","Baseline",4,8
"589","091",45167,"a indoor pool where the water is a deep blue color and chairs around the edge inside a wooden cabin",0,"false","fMRI Images/indoor_1_5.jpg","Indoor Pool",1,5,"Face Stimuli/face_9.jpg","Baseline",4,8
"189","091",58806.6999999993,"half of a soccer field with a few players and fans in the seats.",0,"false","fMRI Images/outdoor_10_12.jpg","Soccer Stadium",10,12,"Face Stimuli/face_13.jpg","Baseline",4,8
"390","092",121798.600000001,"a long city road that is filled on both sides with skyscrapers leading all the way down to one large building. There is a crossing on the left side of the street with people and there are cars heading towards your direction as if the photo was taken in the middle of traffic. The sky is cloudy and almost all buildings are of grey tint.",0,"false","fMRI Images/outdoor_8_28.jpg","Downtown Street",8,28,"Face Stimuli/face_3.jpg","Competitive",4,8
"690","092",110742.700000003,"a long city road that shows mainly buildings on the right side with a small snippet on the left. The road is relatively clear and the buildings on the right side are of a variety of colors such as grey, green, and brown. There is a small and skinny tree on the left side of the image. ",0,"false","fMRI Images/outdoor_8_26.jpg","Downtown Street",8,26,"Face Stimuli/face_5.jpg","Competitive",4,8
"290","092",117038.800000004,"a city street that is complimented by a vibrant yellow divider all the way down the middle of the road. There are large buildings on both sides of the street going down but are seemingly hidden by an array of vibrant green trees. The green trees pair well with the yellow divider. ",0,"false","fMRI Images/outdoor_8_14.jpg","Downtown Street",8,14,"Face Stimuli/face_6.jpg","Competitive",4,8
"590","092",100542.600000001,"a city crossing surrounded by tan buildings on the left side and directly in front. There is a crane above the middle building and a blue sign that says \""Third Street\"" on the right side. The entire right side of the image is covered by a purple sign providing directions. ",0,"false","fMRI Images/outdoor_8_3.jpg","Downtown Street",8,3,"Face Stimuli/face_8.jpg","Competitive",4,8
"490","092",73758.900000006,"of cars moving down a city street. There is a silver car that stands out because it is directly up front to where the photo was taken. There are buildings on both sides and green trees hang above the sides. ",0,"false","fMRI Images/outdoor_8_29.jpg","Downtown Street",8,29,"Face Stimuli/face_9.jpg","Competitive",4,8
"190","092",119262.799999997,"a busy city with a vibrant red bus down the road. The red bus is complimented by the red signs on the left side of the image. The image is taken in front of a street crossing with white lines and stop lights overhead. The long road has tall modern looking buildings on both sides with a variety of color and signs. One sign even says \""broadway\"". ",0,"false","fMRI Images/outdoor_8_16.jpg","Downtown Street",8,16,"Face Stimuli/face_13.jpg","Competitive",4,8
"591","093",77877.200000003,"huge blue tile lap pool with open glass roof, and multiple shrubs and layout chairs on the side",0,"false","fMRI Images/indoor_1_6.jpg","Indoor Pool",1,6,"Face Stimuli/face_3.jpg","Baseline",5,8
"691","093",79094.8000000045,"open arena football stadium with bright green field and blue, yellow and red colors fill the stands",0,"false","fMRI Images/outdoor_10_24.jpg","Soccer Stadium",10,24,"Face Stimuli/face_5.jpg","Baseline",5,8
"191","093",72862.8999999985,"enchanted gold two story library filled with books with a mural painted on ceiling with people",0,"false","fMRI Images/indoor_3_19.jpg","Library",3,19,"Face Stimuli/face_6.jpg","Baseline",5,8
"291","093",77454.8000000045,"New York City street with rushing cars/taxi, and two people crossing the street on left side with the temp shown on digital screen reading 48",0,"false","fMRI Images/outdoor_8_28.jpg","Downtown Street",8,28,"Face Stimuli/face_8.jpg","Baseline",5,8
"491","093",43279.099999994,"green open space with pond surrounded with green shrubs, and yellow flowers",0,"false","fMRI Images/outdoor_14_25.jpg","Pond",14,25,"Face Stimuli/face_9.jpg","Baseline",5,8
"391","093",72734.700000003,"ice skating rank with many children and people on the ice, with flags hanging on the back wall and on the left people sit observing in the stands",0,"false","fMRI Images/indoor_9_14.jpg","Ice Skating",9,14,"Face Stimuli/face_13.jpg","Baseline",5,8
"292","094",90943.200000003,"A small soccer stadium on a cloudy day during the daytime, view is on the field with Brew Hall in the background.",0,"false","fMRI Images/outdoor_10_12.jpg","Soccer Stadium",10,12,"Face Stimuli/face_3.jpg","Competitive",5,8
"592","094",77582.1000000015,"A soccer stadium from the top of the stadium, sky is mostly clear and there are mountains in the background, jumbo screen has a nike logo beside it.",0,"false","fMRI Images/outdoor_10_25.jpg","Soccer Stadium",10,25,"Face Stimuli/face_5.jpg","Competitive",5,8
"692","094",53302.3000000045,"A soccer stadium at night, there is a big arch over the stadium, there are tv cameras on the bottom and two flags on the field.",0,"false","fMRI Images/outdoor_10_4.jpg","Soccer Stadium",10,4,"Face Stimuli/face_6.jpg","Competitive",5,8
"192","094",99079,"A large soccer stadium in the daytime on a clear day, there is an arch roof on the top right and a far away view of the field.",0,"false","fMRI Images/outdoor_10_24.jpg","Soccer Stadium",10,24,"Face Stimuli/face_8.jpg","Competitive",5,8
"492","094",55558.799999997,"A large soccer field at night, there is a coca cola logo near the jumbo screen and a lot of white and blue shirts.",0,"false","fMRI Images/outdoor_10_5.jpg","Soccer Stadium",10,5,"Face Stimuli/face_9.jpg","Competitive",5,8
"392","094",43638.599999994,"A small soccer stadium at night with black, pink, and white chairs with men in the front holding flags.",0,"false","fMRI Images/outdoor_10_9.jpg","Soccer Stadium",10,9,"Face Stimuli/face_13.jpg","Competitive",5,8
"493","095",96629.5,"a busy street with lots of cars including a small grey car with a California license plate. There are lots of big buildings and a CVS on a street corner. ",0,"false","fMRI Images/outdoor_8_29.jpg","Downtown Street",8,29,"Face Stimuli/face_3.jpg","Baseline",6,8
"193","095",54190.099999994,"a lake with trees surrounding it on a sunny day with a reflection of the trees on the lake.",0,"false","fMRI Images/outdoor_14_26.jpg","Pond",14,26,"Face Stimuli/face_5.jpg","Baseline",6,8
"293","095",96174.700000003,"a two story library looking down on lots of long tables in the center on the first floor, busts along the sides next to ladders going up shelves, and more shelves of books on the second floor.",0,"false","fMRI Images/indoor_3_23.jpg","Library",3,23,"Face Stimuli/face_6.jpg","Baseline",6,8
"593","095",73006.700000003,"a very nice indoor pool in an a-frame building with two pink chairs on the edge of the pool at the back of the building.",0,"false","fMRI Images/indoor_1_11.jpg","Indoor Pool",1,11,"Face Stimuli/face_8.jpg","Baseline",6,8
"693","095",60502.5,"a covered ice skating rink with string lights over the top and lots of people ice skating including a girl with a pink puffy coat.",0,"false","fMRI Images/indoor_9_15.jpg","Ice Skating",9,15,"Face Stimuli/face_9.jpg","Baseline",6,8
"393","095",38622.3999999911,"a soccer stadium full of fans on a cloudy day with a mountain in the background.",0,"false","fMRI Images/outdoor_10_25.jpg","Soccer Stadium",10,25,"Face Stimuli/face_13.jpg","Baseline",6,8
"594","096",95852.799999997,"A bog-like lake, that is really shallow and has rocks covered in moss visible at the very bottom of the image. Has two trees that are very bare on the visible end of the bog, and there is a house in the distance in between the two trees. Everything is very gray, meaning that there wasn't a lot of greenery.",0,"false","fMRI Images/outdoor_14_17.jpg","Pond",14,17,"Face Stimuli/face_3.jpg","Competitive",6,8
"694","096",63206.099999994,"a small circular pond, with a drop off into the water of a couple of inches of brown mud visible. Very green tree line and a small portion of blue sky is visible at the top off-centered to the right",0,"false","fMRI Images/outdoor_14_18.jpg","Pond",14,18,"Face Stimuli/face_5.jpg","Competitive",6,8
"394","096",66278.400000006,"A long river to the right of the image, with very blue water and bright green moss/duckweed further off in the distance. The bank of the river has lots of forest trees, and the bright blue sky can be seen with a couple of fluffy clouds in it.",0,"false","fMRI Images/outdoor_14_26.jpg","Pond",14,26,"Face Stimuli/face_6.jpg","Competitive",6,8
"294","096",64415.099999994,"a very green pond and trees are seen. There is no vision of the sky, only the bushy trees. At the bottom of the image, there were reeds (the kind that are green and stick-like at the bottom, with brown puffs at the top)",0,"false","fMRI Images/outdoor_14_19.jpg","Pond",14,19,"Face Stimuli/face_8.jpg","Competitive",6,8
"194","096",40438.799999997,"daphodils in the bottom right of the image, with a very round pond in the middle of the image. Surrounding the pond there were lots of trees, and a small bit of sky poked through",0,"false","fMRI Images/outdoor_14_25.jpg","Pond",14,25,"Face Stimuli/face_9.jpg","Competitive",6,8
"494","096",62927,"lots of reeds that are almost orange in the background. A very very small body of water lies right in the middle of the image with lots of lily pads in it. It is surrounded by tall grass. The sky is also pictured, and it has shades of pink in it, indicating either dawn or dusk.",0,"false","fMRI Images/outdoor_14_22.jpg","Pond",14,22,"Face Stimuli/face_13.jpg","Competitive",6,8
"595","097",58269.5999999978,"a library with big windows on the left side of the picture and two stories of bookshelves. there are tables/desks with overhead lamps on the bottom left",0,"false","fMRI Images/indoor_3_9.jpg","Library",3,9,"Face Stimuli/face_3.jpg","Baseline",1,9
"195","097",78774.8000000007,"a massive soccer stadium. the flag on the left side of the field is white with a red cross on it and flag on the right only has two colors split horizontally. there are videographers/telecasters in the foreground of the photo filming in the shadows from the stands",0,"false","fMRI Images/outdoor_10_4.jpg","Soccer Stadium",10,4,"Face Stimuli/face_5.jpg","Baseline",1,9
"295","097",69862.6000000015,"an ice skating rink. theres an american flag hanging from the ceiling, little girl on the left wearing a pink jacket, man in the center-ish wearing a dark hoodie with a white logo/design in the middle of it staring at the camera, and a woman with a neon vest on the right side stacking orange cones",0,"false","fMRI Images/indoor_9_5.jpg","Ice Skating",9,5,"Face Stimuli/face_6.jpg","Baseline",1,9
"695","097",115319.099999998,"a busy city street with a couple of trees. the street sign said 3rd street and there was signage indicating one way traffic going to the right. the light was yellow, the bike lane crosses 3rd street diagonally from right to left as it goes through the intersection. theres a big crane in the background on the left-ish side",0,"false","fMRI Images/outdoor_8_3.jpg","Downtown Street",8,3,"Face Stimuli/face_8.jpg","Baseline",1,9
"395","097",80142.8000000007,"a swamp-ish looking body of water. theres trees in the middle-ground of the photo and more water on the left of the scene than the right. seems like it's just outside a city and the plant/rock in the bottom right corner of the foreground is shaped a little bit like a hand pointing out",0,"false","fMRI Images/outdoor_14_17.jpg","Pond",14,17,"Face Stimuli/face_9.jpg","Baseline",1,9
"495","097",70846.700000003,"an indoor hotel pool. its light blue water and white tile walls. the pool was 8 ft deep in the center and 7 ft on the sides. there's a mix of wooden chairs and benched surrounding the pool and a lot of light. was a very clean, bright looking room",0,"false","fMRI Images/indoor_1_1.jpg","Indoor Pool",1,1,"Face Stimuli/face_13.jpg","Baseline",1,9
"396","098",54389.200000003,"large pool with pink chairs in the back round and a triangular ceiling",0,"false","fMRI Images/indoor_1_11.jpg","Indoor Pool",1,11,"Face Stimuli/face_3.jpg","Competitive",1,9
"596","098",32166.700000003,"pool with pillars saying 7ft and 8ft and chairs behind pillars",0,"false","fMRI Images/indoor_1_1.jpg","Indoor Pool",1,1,"Face Stimuli/face_5.jpg","Competitive",1,9
"196","098",37942.8999999985,"large room with big window facing a balcony. chairs surrounding the pool mostly white.",0,"false","fMRI Images/indoor_1_3.jpg","Indoor Pool",1,3,"Face Stimuli/face_6.jpg","Competitive",1,9
"296","098",53158.8999999985,"indoor pool white floors two blue chairs behind the pool ",0,"false","fMRI Images/indoor_1_4.jpg","Indoor Pool",1,4,"Face Stimuli/face_8.jpg","Competitive",1,9
"496","098",45894.700000003,"indoor pool two big pipes on the ceiling wooden walls and ceiling",0,"false","fMRI Images/indoor_1_6.jpg","Indoor Pool",1,6,"Face Stimuli/face_9.jpg","Competitive",1,9
"696","098",47790.900000006,"dark blue water circular light fixtures rhombus shape wooden walls ",0,"false","fMRI Images/indoor_1_5.jpg","Indoor Pool",1,5,"Face Stimuli/face_13.jpg","Competitive",1,9
"397","099",52886.5,"A library or book store, two stories, red balcony, four leather chairs near the front on the bottom floor, decorative ceiling with three sky lights.",0,"false","fMRI Images/indoor_3_11.jpg","Library",3,11,"Face Stimuli/face_3.jpg","Baseline",2,9
"297","099",48926.099999994,"A blue lake with reflections of many bright green trees, a brown shoreline, very bright colors, blue sky with little to no clouds.",0,"false","fMRI Images/outdoor_14_18.jpg","Pond",14,18,"Face Stimuli/face_5.jpg","Baseline",2,9
"197","099",51190.8999999911,"A street in a busy city, lots of pedestrians and tall buildings, some sort of train or bus system with cables.",0,"false","fMRI Images/outdoor_8_14.jpg","Downtown Street",8,14,"Face Stimuli/face_6.jpg","Baseline",2,9
"697","099",69814.799999997,"A soccer stadium with many people watching, A coca-cola ad by the scoreboard, four or so buildings can be seen behind the stadium and the picture was taken at night.",0,"false","fMRI Images/outdoor_10_5.jpg","Soccer Stadium",10,5,"Face Stimuli/face_8.jpg","Baseline",2,9
"597","099",47238.599999994,"An ice skating rink that isn't super busy, fairly low ceilings but well-lit, one person has fallen on the ice. ",0,"false","fMRI Images/indoor_9_7.jpg","Ice Skating",9,7,"Face Stimuli/face_9.jpg","Baseline",2,9
"497","099",51518.700000003,"A bright blue pool in a room with beige walls and white accents and architectural details, lots of windows at the back of the room and a blue sky can be seen through said windows. ",0,"false","fMRI Images/indoor_1_3.jpg","Indoor Pool",1,3,"Face Stimuli/face_13.jpg","Baseline",2,9
"698","100",83814.799999997,"Grand library with wooden bookshelves and an orange glow in the room. Ladders next to the shelves filled with books of colors such as red green and blue. ",0,"false","fMRI Images/indoor_3_19.jpg","Library",3,19,"Face Stimuli/face_3.jpg","Competitive",2,9
"398","100",89158.200000003,"A Library with wooden ceilings and big windows allowing the room natural light. Tables with wooden chairs as well as a balcony with more bookshelves on it. ",0,"false","fMRI Images/indoor_3_9.jpg","Library",3,9,"Face Stimuli/face_5.jpg","Competitive",2,9
"598","100",90462.700000003,"A wooden table with wooden chairs and blue accents on the wood items. Bookshelves in the back with books on them but the image showed the table and chairs fairly close up. ",0,"false","fMRI Images/indoor_3_15.jpg","Library",3,15,"Face Stimuli/face_6.jpg","Competitive",2,9
"498","100",110278.5,"A library with book shelves lining the walls. Green and brown tints in the coloration of the image. Two stories from both sides as well and tables and chairs down below with lamps on them. Sources of light such as lamps placed on the upstairs bookshelves.",0,"false","fMRI Images/indoor_3_23.jpg","Library",3,23,"Face Stimuli/face_8.jpg","Competitive",2,9
"198","100",73134.700000003,"White circular ceiling with a baby blue color surrounding the white. Book shelves on each side of the library. Blue matching doors to the blue ceiling. Desks and chairs in between the book shelves. ",0,"false","fMRI Images/indoor_3_11.jpg","Library",3,11,"Face Stimuli/face_9.jpg","Competitive",2,9
"298","100",63006.799999997,"Book shelves in a library giving off a reddish, orange and green tints. Painting of a something with dark colors in the back of the image. Desk with chair.",0,"false","fMRI Images/indoor_3_16.jpg","Library",3,16,"Face Stimuli/face_13.jpg","Competitive",2,9
"299","101",88590.3000000119,"Library study area, table in the center that was a warm colored wood. Books or magazines with dark blue edges on the surrounding shelves. Two cream colored round lights in the top right. Exit sign towards the back.",0,"false","fMRI Images/indoor_3_15.jpg","Library",3,15,"Face Stimuli/face_3.jpg","Baseline",3,9
"699","101",72550.3999999911,"New York or Broadway. Large red bus on the road. An advertisement for The Lion King. A small sign for ABC News on the left. There was a small pink sign or flag in the top right.",0,"false","fMRI Images/outdoor_8_16.jpg","Downtown Street",8,16,"Face Stimuli/face_5.jpg","Baseline",3,9
"399","101",81054.5,"Ice skating rink. Busy, there was someone wearing bright red and someone wearing bright yellow. There were red and blue posts or frames towards the center to keep balance. There was a child wearing pink mittens in the bottom left.",0,"false","fMRI Images/indoor_9_8.jpg","Ice Skating",9,8,"Face Stimuli/face_6.jpg","Baseline",3,9
"599","101",51638.799999997,"A very green swamp and surrounding forest. There was reflections of the trees in the water and the bottom of the swamp had grass and lots of cattails. \n",0,"false","fMRI Images/outdoor_14_19.jpg","Pond",14,19,"Face Stimuli/face_8.jpg","Baseline",3,9
"199","101",112630.799999997,"A stadium for soccer. The field was bright green and had goals on it. The sky was cloudy and a light blue/purple color. The people in the bottom had black and white flags with patterns on them. Someone in the bottom right was wearing white. The stands seemed to have a checkerboard pattern across them.",0,"false","fMRI Images/outdoor_10_9.jpg","Soccer Stadium",10,9,"Face Stimuli/face_9.jpg","Baseline",3,9
"499","101",107358.799999997,"A spa or pool area. Very blue, with white walls and windows off to the right. The ceiling had posts running across it. There was a plant on the right. There was light blue lounge chairs on the right near the windows that looked curvy. There was a chaise lounge/couch on the left near the door. The pool was in the center of the image.",0,"false","fMRI Images/indoor_1_4.jpg","Indoor Pool",1,4,"Face Stimuli/face_13.jpg","Baseline",3,9
"2100","102",57066.599999994,"blue in the background, ice skating rink, people ice skating in compact area close to camera",0,"false","fMRI Images/indoor_9_5.jpg","Ice Skating",9,5,"Face Stimuli/face_3.jpg","Competitive",3,9
"3100","102",33314.6000000089,"ice skating rink with redish light, 3 red ice skating boots on right side of screen",0,"false","fMRI Images/indoor_9_15.jpg","Ice Skating",9,15,"Face Stimuli/face_5.jpg","Competitive",3,9
"5100","102",48686.900000006,"wood bars on top of image, people skating in the distance, ",0,"false","fMRI Images/indoor_9_14.jpg","Ice Skating",9,14,"Face Stimuli/face_6.jpg","Competitive",3,9
"6100","102",27270.6999999881,"orange chairs on left side, ice skate arena to the right with a decent amount of people, posters along rink",0,"false","fMRI Images/indoor_9_11.jpg","Ice Skating",9,11,"Face Stimuli/face_8.jpg","Competitive",3,9
"1100","102",74095,"handful of skaters mainly kids. a different grainy filter on image (pinkish) (80s)",0,"false","fMRI Images/indoor_9_7.jpg","Ice Skating",9,7,"Face Stimuli/face_9.jpg","Competitive",3,9
"4100","102",25934.5,"little dude on left bottom screen, 3 red stools, busy arena",0,"false","fMRI Images/indoor_9_8.jpg","Ice Skating",9,8,"Face Stimuli/face_13.jpg","Competitive",3,9
"3101","103",60198.6999999955,"ice skating rink, orange/red stadium seats, people wearing blue and colorful jackets, red lining of the rink, looking down onto the rink from the seats above.",0,"false","fMRI Images/indoor_9_11.jpg","Ice Skating",9,11,"Face Stimuli/face_3.jpg","Baseline",4,9
"4101","103",73126.8999999985,"fancy library. bright white lights on each wooden table, books lining the shelves in the background, painting on the ceiling that looks Renissance inspired.",0,"false","fMRI Images/indoor_3_16.jpg","Library",3,16,"Face Stimuli/face_5.jpg","Baseline",4,9
"2101","103",65055,"city street. Yellow cab driving, green street signs, tall buildings, building at the right end of the street has a point.",0,"false","fMRI Images/outdoor_8_26.jpg","Downtown Street",8,26,"Face Stimuli/face_6.jpg","Baseline",4,9
"6101","103",58838.6999999955,"Bright blue pool in an indoor pool house. two white chairs on the side of the pool, white circular lights hanging above, wooden beams on the ceiling. Ceiling is reflected in the pool.",0,"false","fMRI Images/indoor_1_5.jpg","Indoor Pool",1,5,"Face Stimuli/face_8.jpg","Baseline",4,9
"5101","103",62470.6000000015,"Lily pad pond in the middle of a grassy field. The sun is either rising or setting, it's pinkish. Tall grass, many lily pads in the pond.",0,"false","fMRI Images/outdoor_14_22.jpg","Pond",14,22,"Face Stimuli/face_9.jpg","Baseline",4,9
"1101","103",57855,"Soccer stadium named Brew Hall. The numbers 3 and 2 appear on top of the sign. Players on the left portion of the image on the field. Stadium field with people.",0,"false","fMRI Images/outdoor_10_12.jpg","Soccer Stadium",10,12,"Face Stimuli/face_13.jpg","Baseline",4,9
"6102","104",104694.599999994,"A city street with dark green trees on both sides, the lighting is dark and shows warmth in the plants and the lighter colored buildings next to the road.",0,"false","fMRI Images/outdoor_8_14.jpg","Downtown Street",8,14,"Face Stimuli/face_3.jpg","Competitive",4,9
"4102","104",69198.599999994,"a bright colored city street, there are a few cars and some minimal trees surrounding the road with shorter buildings",0,"false","fMRI Images/outdoor_8_3.jpg","Downtown Street",8,3,"Face Stimuli/face_5.jpg","Competitive",4,9
"3102","104",76262.799999997,"A soft city street, there are light green trees primarily on the left side there was a bigger green tree and the lighting is very white and soft blue with lighter buildings and a few cars on the road. ",0,"false","fMRI Images/outdoor_8_26.jpg","Downtown Street",8,26,"Face Stimuli/face_6.jpg","Competitive",4,9
"5102","104",61334.799999997,"A dule street, there was very little color and the cars on the road were silver and dark to match the lighting",0,"false","fMRI Images/outdoor_8_29.jpg","Downtown Street",8,29,"Face Stimuli/face_8.jpg","Competitive",4,9
"1102","104",77767,"A vibrant city street, there was a bright red bus in the middle of the image that matched the lipstick as well as town square style billboards with colorful images, the coloring was darker as well. ",0,"false","fMRI Images/outdoor_8_16.jpg","Downtown Street",8,16,"Face Stimuli/face_9.jpg","Competitive",4,9
"2102","104",63662.900000006,"a bland dark street, there was no color in this image besides grey, black, white, and a faint red, the cars were driving towards the photo and there was not much happening, the trees were also very bare. ",0,"false","fMRI Images/outdoor_8_28.jpg","Downtown Street",8,28,"Face Stimuli/face_13.jpg","Competitive",4,9
"6103","105",162750.5,"A full view overlooking an entire football stadium full of fans with blue skies and clouds overtop. Green terf field with players in the middle of it.",0,"false","fMRI Images/outdoor_10_24.jpg","Soccer Stadium",10,24,"Face Stimuli/face_3.jpg","Baseline",5,9
"1103","105",129974.799999997,"Tall buildings on the outside of a street with people crossing the crosswalk and cars driving. A sign above the crosswalk saying 48 degrees with the building above it having rectangular windows. A bridge crossing over the street of cars.",0,"false","fMRI Images/outdoor_8_28.jpg","Downtown Street",8,28,"Face Stimuli/face_5.jpg","Baseline",5,9
"4103","105",170358.699999996,"A room with a big blue pool and blue piping around the perimeter of the ceiling. Sky lights on the ceiling with a tall glass window on the wall in front of the pool. White chairs lining both sides of the pool.",0,"false","fMRI Images/indoor_1_6.jpg","Indoor Pool",1,6,"Face Stimuli/face_6.jpg","Baseline",5,9
"5103","105",144534.899999999,"Library with book shelving on every wall of the room. There were two levels with brown railing lining the perimeter of the room. A painted mural on the spherical ceiling of the room. Brown wooden chairs with green cushions on the ground floor. Whole room had an orange/brown tint to it.",0,"false","fMRI Images/indoor_3_19.jpg","Library",3,19,"Face Stimuli/face_8.jpg","Baseline",5,9
"2103","105",128070.799999997,"Green trees and shrubs surrounding a green pond with some gray sky above it. Plants with flowers in the front of the pond sticking up. A big green tree with circular leaves on the top left hand side of the image angled over the pond.",0,"false","fMRI Images/outdoor_14_25.jpg","Pond",14,25,"Face Stimuli/face_9.jpg","Baseline",5,9
"3103","105",198118.799999997,"Ice rink with children skating and cones on the ground. White walls and ceiling with black pillars on the ceiling angled into a top point. An American flag on the far wall of the ice rink and a seating section on the far right and left of the building with spectators sitting in them. Triangular single colored flags hung up on the right side of the rink.",0,"false","fMRI Images/indoor_9_14.jpg","Ice Skating",9,14,"Face Stimuli/face_13.jpg","Baseline",5,9
"3104","106",113933.899999991,"A soccer game happening at night. The sky was dark and the field was brightly illuminated. The team's flags are out and they are gathered around them. One of the the flags was the Danish flag. The perspective was from nearly the exact middle of the field and high up. There was a large steel beam arching over the perspective in the sky.",0,"false","fMRI Images/outdoor_10_4.jpg","Soccer Stadium",10,4,"Face Stimuli/face_3.jpg","Competitive",5,9
"1104","106",155726.600000009,"a soccer game happening during a sunny day. The sun was just peeking out of the clouds. The perspective was from the top left of the stands looking down on the field. The crowd on the opposite side where the picture was taken was almost completely in shade. There was a large mountain in the background beyond the field/stadium, and there were a few skyscrapers towards the top left of the image.",0,"false","fMRI Images/outdoor_10_25.jpg","Soccer Stadium",10,25,"Face Stimuli/face_5.jpg","Competitive",5,9
"6104","106",150974.900000006,"An ongoing soccer game between a team in white colors and a team in black colors. The perspective was on ground-level to the right of one of the goals. There was a gray, overcast sky that could be seen through the top hole of the arena. The score was 3 to 2 in favor of the team of the left (of the scoreboard) and there was a sign further under the scoreboard that said \""Brew Hall.\""",0,"false","fMRI Images/outdoor_10_12.jpg","Soccer Stadium",10,12,"Face Stimuli/face_6.jpg","Competitive",5,9
"2104","106",172966.800000012,"A soccer game happening in an arena on a cloudless day. The perspective was from the middle of the stands height-wise and off to the right of one of the goals. The perspective was also from an area shaded off. In the very front of the picture there was an older man with gray hair and a blue shirt/jacket that was slightly out of his seat.",0,"false","fMRI Images/outdoor_10_24.jpg","Soccer Stadium",10,24,"Face Stimuli/face_8.jpg","Competitive",5,9
"4104","106",129526.800000012,"a soccer game happening in a smaller arena (not professional). The perspective was from behind one of the goals raised up so that it was looking down on the field. There was a pink hue to a lot of the image, either from something off to the side of the image (think sunset) or from some sort of camera exposure. ",0,"false","fMRI Images/outdoor_10_9.jpg","Soccer Stadium",10,9,"Face Stimuli/face_9.jpg","Competitive",5,9
"5104","106",156742.899999991,"A soccer game happening within a non-enclosed (over the head) arena. The two teams playing were in blue and white jerseys. The perspective was from behind one of the goals (that was out of frame) and raised up into the stands. There was a red digital scoreboard immediately across from the perspective, and a red coca-cola sign on the left of it. Beyond that there were the tips of buildings just poking over the edge of the arena. It was also night time.",0,"false","fMRI Images/outdoor_10_5.jpg","Soccer Stadium",10,5,"Face Stimuli/face_13.jpg","Competitive",5,9
"4105","107",108909,"A pool with glistening sunlight coming from the two windows on each side. The room only has natural lighting and is surrounded by blue walls with paintings on each wall. There are also red chairs for those who don't want to take a swim in the pool.",0,"false","fMRI Images/indoor_1_11.jpg","Indoor Pool",1,11,"Face Stimuli/face_3.jpg","Baseline",6,9
"3105","107",154646.5,"A very rustic library with wooden tables and ladders on each wall that contains hundreds of books. There are 2 floors to this area, with the camera looking down on the people who are reading on the first floor and observing the many books located on the second floor. There is no natural lighting in the image and the artificial lighting mainly comes from the ceiling lamps. ",0,"false","fMRI Images/indoor_3_23.jpg","Library",3,23,"Face Stimuli/face_5.jpg","Baseline",6,9
"1105","107",184926.599999994,"A bustling city from the perspective of something/someone on the road. The camera is placed behind a car driving in the middle of a city street with visible neon signs and brands on the building walls. The picture was taken outside and the only artificial lighting is from the previously mentioned neon signs and the car backlights that don't shine very bright because it is sometime in the morning or afternoon.",0,"false","fMRI Images/outdoor_8_29.jpg","Downtown Street",8,29,"Face Stimuli/face_6.jpg","Baseline",6,9
